MP Police,,
item,count,ref_nos
construction of mahila desk ( fir room ) uchera dist. satna,1,16/18-19
it power solution 40 kva,2,"SB/STORE/2021-25(260) BHOPAL DATED 2-7-2021, SB/STORE/2020-25(564) BHOPAL DATED 28-12-2020"
n- 2,1,01/2024-25 Date 29-11-2024
bhourasa distt. dewas,1,24/2018-19
smart conferencing room,2,"SB/STORE/2022-25 (302) BHOPAL DATED 18.10.2022, SB/STORE/2022-25(150) BHOPAL DATED 27.04.2022"
external electrification work for 12 plus 48 qrts.,2,"06/2019-20-1, 06/2019-20-7"
write blocker,1,SB/STORE/2020-25(564) BHOPAL DATED 28-12-2020
windows repairing of govt. quarter house no 01 to 16 ( total 16 nos. ) o. r. block k at police line,1,112A
repairing work of thana building at police thana changotola,1,18/2022-23
upgradation work of 100 bedded hospital,1,05/2022-23
distt singrouli,1,09/2021-22
bhathroom renovation work,1,NIT13 2023-24
construction of naxalite company head quater at pitkona distt. balaghat,1,12 / 2018-19
mahila desk at thana chicholi betul,1,15/2018-19
existing zimbra open source,1,1387
construction of parking shed near adm nalanda building at p. t. c. indore,1,01/2020-21/1
construction of 04 ngo,1,04/2020-21
various construction work at govt. h. s. school khardonkalan kalapipal distt. shajapur,1,NIT 19/2022-23_8
purchase of dry grass 1000 quintal,1,MTD/2020/129
external electrification work for 8 plus 12 plus 48 qrts.,5,"06/2019-20-2, 06/2019-20-8, NIT 21/2022-23_1, 06/2019-20-3, 10/2019-20-1"
01 to,1,28/2019-20
construction of chowkey jaithari raisen,1,21/2019-20
various construction work at govt. model school khategaon,1,NIT 22/2021-22_3
external electrification works of govt. higher secondary school c. m. rise school,1,27/2023-24 Elec. Kanchanpur
construction of boundary wall for semi urban thana sumawali distt morena,1,01/2022-23
cctns work at different places,1,53/2018-19
umaria phase i,1,09/2019-20_1
construciton of mahila desk at thana bldg. bhitarwar gwalior,1,03/2019-20
band training barrack development work bhopal,1,23/2021-22
bhopal,14,"15/2022-23, 21/2023-24, BN/SAF/MTD/104/2022 Dated 14/02/2022, 04/2020-21, S.R.P/BPL/SUBEDAR/LINE/1976, 27/2021-22, 04/2023-24, S.R.P/BPL/SUBEDAR/LINE/1977, 7BN/SAF/MTD/103/2022 Dated 14/02/2022, 27/2020-21, 7thBn/saf/Samagri Adhyaskya/28/2020/16/1/2020, S.R.P/BPL/SUBEDAR/LINE/1975, 33/2023-24, 13/2023-24"
2h qtrs at community health center uchera distt. satna,1,23/2018-19
4h qtrs at community health center maiher distt. satna,1,23/2018-19
construction of semi- urban thana at mada dist singrouli,1,17/2018-19
construction of women desk in gandhi nagar thana campus bhopal,1,11/2019-20
result for construction of ladies toilet sp office bhind,1,73/25
construction of mahila desk thana khargapur 06 others tikamgarh,1,50/2018-19
let- bath,1,10/2024-25
repairing work of thana mohangarh tikamgarh,1,Nit 04/2023-24 Date 08.06.2023
parking,2,"13/2022-23, 02/2022-23"
repairing work in different qurt at indore,1,DCP/HQ/IND/RI/6241
sewer work at near by s.. a. f barrack police line ratlam,1,SP/RTM/RI/1894/23
construction of mahila desk at thana mawai distt mandla,1,20/2018-19
volleyball ground at agar malwa,1,NIT 05/2020-21_1
repairing work in old thana habibganj building,1,ADDL.C.P./CP/RI/TENDER/1601/21 DATE 17/12/2021
distt. katni,5,"01/2020-21 Thana Rithi, 19/2023-24 Boundary wall Kotwali Katni, 07/2023-24 Electrical Katni, 25/2020-21  UrbanThana Kotwali Katni, 22/2023-24 Hiway Chowki Juhela Katni"
ngo block at drp line burhanpur,1,13/2020-21/4
external electrification works 30 beded to 50 beded civil hospital,2,"08/2023-24, 05/2023-24"
construction of 05 no additional room ground floor at hss school sohagpur dist narmadapuram,1,01/2025-26
under vehicle search mirror ( uvsm ),1,SB/STORE/2022-25(281) BHOPAL DATED 10-10-2022
construction of rcc covered drain at 208 bedded hostel govindpura bhopal,1,09/2021-22
or block at drp line badgao,1,02/2024-25/3
construction of 18 ngo,1,29/2018-19
repearing work of grading work of 96 line quarter no 25 to 96 18 nos. block at 14 th bn gwalior,1,04/2021-22
01 h type qtrs at khurpa distt narsinghpur,1,03/2019-20/9
govt. hss model school khilchipur ward 14 at district rajgarh.,1,06/2021-22
cunstruction of bank building raptc,1,RAPTC CO_OP P 1747
thandla ( 2 ) repairing of s. a. f. barrack at 15th vahini visbal ( 3 ) repairing of administrative building at d. r. p. line,1,03/2024-25/1
civil repairing work,2,"DCP/IND/HQ/RI/2935, DCP/IND/HQ/RI/2936"
late bath at chowki malajkhand,1,09 / 2021-22
construction of indoor training hall,1,12/2021-22
housekeeping/ cleaning services,1,DCP/IND/RI/3942/23
semi urban thana tikamgarh,1,09/2019-20
repair work of roof seepage,1,8bn/saf/qm/m-5474/2024
special reparing work of thana building at junnardev distt. chhindwara,1,22/2022-23 Junardev
renovation work of dg chamber,1,24/2024-25
tender regarding construction of new hall of gym extension at police officer mess bhopal,1,7th BN05/A/2024
repairing work of adm building roof grading at 17 bn bhind,1,05/2020-21
vindhiyanchal,1,23/2020-21/05
private ward at c. h. c hospital sardarpur distt dhar,1,11/2024-25
repairing work of roof for residential quarter at chowki sitapala. ( 2 ) repairing work of wc,1,14/2020-21
park at rau indore,1,10/2020-21
32 police quarters,1,12/2020-21
construction of shed,1,NIT 14/2020-21_3
renovation work of boundarywall,1,37/2022-23
x ray baggage scanner,3,"SB/STORE/2024-25(22) BHOPAL DATED 19.01.2024, SB/STORE/2019-25(375 )BHOPAL DATED 26-11-19, SB/STORE/2023-25 (213) BHOPAL DATED 3.8.2023"
khategaon distt. dewas,2,"28/2018-19, NIT 15/2020-21_1"
second floor at eow bhopal,1,21/2023-24
semi urban thana bada malhera chhatarpur,1,09/2019-20
manasa distt. neemuch ( 1x200 kva transformer 11/ 0. 433kv with ht line ),1,NIT 05/2023-24_1
construction work of 2f 2g 2h qtrs at community health center amdara distt. satna,1,05/2019-20
construction of c c road at police line niwari dist niwari,1,03/2024-25
04 dist. sehore.,1,06/2020-21
result for construction of gms gujari ( distt.- dhar ),1,23/2024-25/1
construction of mahila desk at police thana city kotwali distt. burhanpur,1,12/2018-19/15
external electrification works of govt. h. s. school,1,28/2023-24 Electrical Mohtra
construction of gymnasium hall at district sports campus district narsinghpur,1,19/2018-19
8qtrs thana unarsikala pathariya,1,01/2024-25
1x200 kva,1,NIT 20/2024-25_4
outer painting work for 4 g. o.,1,11 / 2021 - 22
special repairing work at thana unchehra distt satna,1,18/2022-23
02f02g02h qrs chc ajaygarh panna,1,22/2021-22
mobile phone forensic,1,No.  SCPH/STORE/D-   712/2021  Bhopal
chemistry,1,03/2021-22/1
repair work in block a,1,NIT 10/2020-21_4
special repair work at thana bhawan tendukheda distt narshingpur,1,27/2022-23
development work ),1,07/2024-25
construction of semi urban thana building myana,1,16/2019-20
construction of administration block for raptc,1,02/2020-21
various construction work at govt. excellence school agar- malwa,1,NIT 22/2021-22_6
construction of 192 n. g. o. qrts. at d. r. p. line,1,NIT 27/2024-25_3
painting work 2 ngo qtrs at thana bheshdehi,1,08/2019-20
dismantling work of d. i. g. office building,1,NIT 04/2023-24_1
construction of administrative building,1,NIT 17/2023-24_1
fancing etc work at boat club bhopal,1,16/2021-22
construction of 2 nos parking shed at ig office ( gramin ) indore ( m. p. ),1,21/2024-25/1
jtag/ chip- off mobile data extraction tool,1,SCPH/STORE/D-62/2020
construction of drain from back side of ladies toilet to riding school at 6th battalion s. a. f. ranjhi jabalpur,1,5
govt. residential sports institute sehore at district sehore ( m. p. ),1,06/2021-22
repairing work of replace flush door at old colony ( qtr no. 01- 200 ) 29 bn datia,1,08/2019-20
pantry services at police telecom headquarters,1,D-7000/2025 Date 03.03.2025
padma,1,08/2023-24
7. construction of lat- bath at police community hall police line rewa,1,20/2018-19
19,1,06/2025-26
kanadia,2,"01/2022-23, 14/2021-22"
purchase of genotyping kit for autosomal str markers,2,"FSL /STORE/SB/6C/2019, FSL /STORE/SB/DNA33/2019"
ip camera with wi- fi,1,"SB/STORE/2020-25 (349), BHOPAL DATED 17-8-2020"
reparing work of building roof shed at chowki pathri,1,02/2023-24
construction of stp for 12 ngo 48 constable qtrs at drp line dhar i- phase,1,01/2019-20/2
server monitoring,1,SB/STORE/2021-25(141) BHOPAL DATED 17-3-2021
n- 3,1,01/2024-25 Date 29-11-2024
eow office bhopal,1,13/2024-25
rifle rack for multi storage 20 nos.,1,PHQ/15/GPC/4639-1/2021
neemuch cantt,1,NIT 24/2021-22_3
result for construction of police chowki at borikala,1,"09/2024-25 Chowki Borikala, Seoni"
work of external electrification for 08 gos 12 ngo,1,36/2012-22
construction of 8 gos 12 ngo,2,"08/2018-19, 15/2018-19"
high throughput dna extraction system,1,No/PHQ/15/GPC/4579-1/2022
balvinay mandir,1,11/2021-22
banda dist. sagar,1,08/2023-24
garrage at home guard bhopal,1,19/2020-21
construction of 33/ 0. 4 kv,1,03/2020-21
door work,2,"SP/Ujjain/RI/3406A/2023, SP/Ujjain/RI/3407A/2023"
renovation work p. r. t. s.,1,10/2023-24/1
construction of semi urban thana at mohgoan distt chhindwara,1,21/2018-19/1
6 g type police qtrs at old radio police line near ranjhi thana jabalpur,1,10/2020-21
construction of mahila barrack,1,NIT 19/2023-24_4
renovation work at existing barrack at thaha campus tamiya distt chhindwara,1,08/2021-2022
construction of semi urban thana at kareli distt narsinghpur,1,03/2019-20/6
external electrification work of 24 ngo,1,43/2022-23
repairing work of chedilal block 4,1,01/2020-21/11
windows from qtrs no. 1001 to 1024 at police line,1,05/2019-20/1
30amp,1,F-693/2020  Date 26-09-2020
commissning,1,Supply and Commissing (Electrical Work)
sabalgarh dist. morena.,1,07/2024-25
construction of mahila desk ( fir room ) kotar dist. satna,1,16/2018-19
construction work of toilet thana bargawan,1,12/2020-21
construction of 160 bedded barrack at nehru nagar bhopal,1,49/2024-25
72 residential qtrs at 10th batalian sagar,1,01/2024-25
under cm rise school project construction of govt. higher secondary school nagda ( distt. dhar ),1,04/2023-24
construction of record room at grp line bicholi hapsi indore,1,M-1781/ 27.09.2023
construction of 2f type 2g type,4,"10/2018-19, 08/2019-20/6, 08/2019-20/5, 06/2019-20"
model school bhanpura,1,NIT 22/2021-22_4
e tender for providing facilities of networking,1,Phq/Sel / 2/A-3/11/04-01-22
repairing at thana ajak building,1,01/2021-22
renovation work at maharaja bhoj government p g college,1,02/2021-22
construction of mahila desk ( fir room ) manigawan dist rewa,1,16/2018-19
d at 34th bn s. a. f dhar,1,01/2024-25/2
repair work at 32nd bn. s. a. f.,1,NIT 14/2020-21_3
d. r. p. line,2,"04/2020-21/1, 13/2019-20 STP"
tiles floor 11 qrs r1 block telcom bhopal,1,02/2019-20
rapairing/ renovation work at public prosecution direcrorate bhopal ( m. p. ),1,22/2023-24
construction of sewage treatment work niwari,1,001/2022-23
maintains work for padam nagar sewer line,1,11/2018-19
drainage work of dsp residential bunglow,1,SP/Ujjain/RI/3406A/2023
semi urban thana nohta damoh,1,09/2019-20
dry grass,8,"1STBN/MTD/P-489, 1stbn/qm/p-366, 1STBN/MTD/P-1351, 6bn/saf/jbp/mtd/e tender/a/2517/21, MTD/74/2019/05/03/2019, 1stbn/MTD/P-420, 1STBN/MTD/P-622, 1stbn/mtd/p-356"
other necessary repair work in total 30 residential qtrs. of hawaldari line 2nd battalion s. a. f.,1,04/2024-25
rampura distt. neemuch,2,"22/2018-19, 05/2019-20-1"
construction of barrack at out post bandhankhero,1,16/2020-21
morena,2,"01/2024-25, 12/2023-24"
hira nagar,1,08/2021-22/1
construction of semi urban thana building isagarh,1,16/2019-20
construction of 6f type 8g type,2,"14/2019-20/1, 03/2019-20/1"
pumps at 12 ngo,1,09/2019-20_1
construction of mahila desk at thana tendukheda distt narsinghpur,1,20/2018-19/7
kampoo,6,"19/2024-25, 06/2020-21, 16/2021-22, 17/2021-22, 18/2020-21, 01/2025-26"
stationaryitem,1,PHQ/Sec-20/Store/451/2025
repair work in 12 plus 48 total 60 qrts. constructed year in 2013- 14,1,NIT 14/2020-21_1
animal husbandry jabalpur,3,"12/2021-22, 11/2021-22, 16/2021-22"
2 nos. toilet block repair work of boys hostel building at polytechnic college,1,NIT 32/2024-25_2
civil line thana vidisha,1,01/2024-25
supply installation commissioning,1,TRAFFIC BHOPAL 505
renovation fire home guard mess campus,1,003/2021-22
11 ngo quarters at grp line jabalpur,1,12/2020-21
other repair work at old f. s. l. bhawan,1,1151/24
s reparing of govt. quarter house no 01 to 16 ( total 16 nos. ) o. r. block l at police line,1,SP/Ujjain/RI/113/2024
fire retardant fabric for protection against heat,1,/Fire/Indore/Fire Store/605 -S/2019
repairing work of false ceiling for selection branch at police head quarter bhopal ( mp ).,1,06/2025-26
upgradation work of pre examination,2,"01/2022-23, 02/2022-23"
result for repairing work of seoni malwa itarsi police staion,1,03/2024-25
external electrification work of 30 bedded to 50 bedded civil hospital building at- porsa dist. morena,1,41/2023-24
1g,3,"17/2018-19, 24/2018-19, 23/2018-19"
floor of sdo p office bhander,1,01/2024-25 Date 29-11-2024
upgradation work of 30 bed chc to 50 bed civil hospital at shamgarh distt. mandsaur,1,NIT 29/2021-22_1
external electrification work for construction of 12 ngo 48 constable qtrs,2,"13/2018-19/1, 09/2018-19"
semi urban thana brijpur panna,1,09/2019-20
construction of sewer line for 64 qrts. ( 32 pluse 32 ) at rakshit police line,1,NIT 14/2020-21_7
toilet for ladies fir room at thana nirar distt morena,1,27/2018-19
explosive vapour detector ( evd ),1,SB/STORE/2022-25(281) BHOPAL DATED 10-10-2022
special repair work of s. a. f. bairrac no. 01 at police line morena,1,SP/MRA/RI/Store/568/2023
piplon distt. agar- malwa,1,28/2019-20-5
spare part of w/ sets,1,SP(R)/REWA/DISPO/337/2020 DATE-27/08/2020
construction work of boundary wall at thana gwarighat,1,1-/2023-24 Boundary Wall Gawarighat Jabalpur
thana timarni,1,10/2021-22
repair work of building at acp office heera nagar distt. indore,1,08/2023-24/3
construction of mahila desk for fir at thana patan,1,03/2019-20/1
construction of mahila desk at thana nainpur distt mandla,1,14/2018-19/23
repairing work of sewer line at 72 qtrs at drp line distt. dhar,1,01/2020-21/12
semi urban thana bareli raisen,1,12/2019-20
borewell for water supply arrangements at anti naxlite base camp under thana motinala district mandla,1,12/2020-21
library store,2,"13/2022-23, 19/2022-23"
repair work home guard sagar,1,010/2022-23
5no. toilets with septic tank,1,04 / 2025-26
construction of boundary wall at walmi campus bhopal,1,19/2020-21
renovation work of cli office at pts pachamari narmadapuram,1,18/2022-23
kuleth ghatigaon dist. gwalior ( cm rise scheme ).,1,08/2023-24
constriction of toilets at home guard office dist. raisen,1,15/2024-25
bnp,1,NIT 11/2024-25_1
puttying work,1,169B
renovation work of sp banglow,1,01/2024-25
maharajpur sagar,1,004/2022-23
renovation work in sp office panna,1,2226
khandwa,7,"15/2019-20/1, 21/2023-24, 05/2020-21, 11/2021-22, 18/2022-23/11, 12/2023-24/3, 24/2021-22/1"
bomb trolley,1,SB/STORE/2022-25(281) BHOPAL DATED 10-10-2022
construction of balance work 24 ngo 96 constables qtrs at drp line singroli,1,19/2019-2020
repairing work of fire station moti tabela,1,01/2020-21/8
gandhwani ( distt.- dhar ),1,17/2024-25/3
construction of separate room toilet for ladies fir room at thana kotwali distt sheopur,1,09/2019-20
water tank,1,10/2024-25
paati distt. badwani,1,23/2018-19
runija distt. ratlam,1,23/2019-20-2
maintenance of integrated security surveillance systems in 05 cities of madhya pradesh ( on turn- key basis ),1,D-1067/24 Date 17/01/2024
amc for generator,1,SP/PTS/MT/MOD/256/2024
repairing work ri office doors,1,22/2018-19
repairing in dog kennel,1,2038
construction of mahila desk at police thana pandhana distt. khandwa,1,12/2018-19/4
construction of 01 nos. watch tower cum morcha at hawk camp temni,1,06 / 2023-24
toilet near main mess at 7th bn bhopal,1,01/2025-26
woman crime dsp office in cctns distt. dhar,1,12/2018-19/39
tailoring,1,DIR/ MPPA/QM/H.K. -Tender/  M-2396/2019
1 repairing work of sewage work for third u line 22qtrs single line 11 qtrs at 5th bn morena 2 training barrack 01 02 no hall plastr internal painting work at 5th bn morena 3 painting work for mc medical line gtype h type new land single qtrs,1,02/2021-22
repair thana qrs salamatpur raisen,1,21/2019-20
1x200 kva transformer with ht line ),2,"NIT 23/2023-24_1, NIT 23/2023-24_3"
construction of mahila desk at ajak thana chhindwara,1,20/2018-19
